,SERIES_NAME,TotalAssets,TotalLiabilities
8068,THRIVENT INTERNATIONAL INDEX PORTFOLIO,153842074.87,93940.25
8069,THRIVENT LARGE CAP GROWTH FUND,1783260626.93,10098742.44
8070,THRIVENT LARGE CAP GROWTH PORTFOLIO,1752880216.06,782861.58
8071,THRIVENT LARGE CAP INDEX PORTFOLIO,1392160714.55,362264.74
8072,THRIVENT LARGE CAP VALUE FUND,2010780291.72,1017451.83
8073,THRIVENT LARGE CAP VALUE PORTFOLIO,2479152878.96,4133427.13
8074,THRIVENT LIMITED MATURITY BOND FUND,1474012572.2,67861182.91
8075,THRIVENT LOW VOLATILITY EQUITY FUND,31193265.6,611217.36
8076,THRIVENT LOW VOLATILITY EQUITY PORTFOLIO,53710106.51,37981.62
8077,THRIVENT MID CAP GROWTH FUND,23239898.96,25998.61
8078,THRIVENT MID CAP GROWTH PORTFOLIO,56490101.93,1062797.91
8079,THRIVENT MID CAP INDEX PORTFOLIO,558586529.01,184872.32
8080,THRIVENT MID CAP STOCK FUND,3831785461.54,2714774.45
8081,THRIVENT MID CAP STOCK PORTFOLIO,2054276983.28,3600338.73
8082,THRIVENT MID CAP VALUE FUND,25429261.53,190412.08
8083,THRIVENT MID CAP VALUE PORTFOLIO,53743118.54,561537.92
8084,THRIVENT MODERATE ALLOCATION FUND,3368146821.13,62619140.05
8085,THRIVENT MODERATE ALLOCATION PORTFOLIO,9124514724.8,169165840.49
8086,THRIVENT MODERATELY AGGRESSIVE ALLOCATION FUND,3768135938.86,42454181.07
8087,THRIVENT MODERATELY CONSERVATIVE ALLOCATION FUND,1177120931.68,34132169.99
8088,THRIVENT MULTIDIMENSIONAL INCOME FUND,63320240.55,3621913.86
8089,THRIVENT MULTIDIMENSIONAL INCOME PORTFOLIO,59453905.13,3147227
8090,THRIVENT MUNICIPAL BOND FUND,1375515775.86,9173163.26
8091,THRIVENT OPPORTUNITY INCOME PLUS FUND,703997485.63,45007470.74
8092,THRIVENT OPPORTUNITY INCOME PLUS PORTFOLIO,198940444.47,15255609.83
8093,THRIVENT PARTNER EMERGING MARKETS EQUITY PORTFOLIO,68032029.11,425504.76
8094,THRIVENT PARTNER HEALTHCARE PORTFOLIO,291356432.9,303725.87
8095,THRIVENT REAL ESTATE SECURITIES PORTFOLIO,161618483.7,130683.72
8096,THRIVENT SMALL CAP GROWTH FUND,176170308.15,157184.83
8097,THRIVENT SMALL CAP GROWTH PORTFOLIO,94829938.77,2151035.35
8098,THRIVENT SMALL CAP INDEX PORTFOLIO,912618535.3,3545278.49
8099,THRIVENT SMALL CAP STOCK FUND,2088317132.01,11682568.17
8100,THRIVENT SMALL CAP STOCK PORTFOLIO,865854319.96,568511.73
8101,TIAA Separate Account VA-1 - Stock Index Account,1062745063,4239612
8102,TIAA-CREF 5-15 Year Laddered Tax-Exempt Bond Fund,239810472,2279364
8103,TIAA-CREF Bond Index Fund,20188669798,356186379
8104,TIAA-CREF Core Bond Fund,9499862660,315199040
8105,TIAA-CREF Core Impact Bond Fund,6189148039,408896206
8106,TIAA-CREF Core Plus Bond Fund,4449203573,172761662
8107,TIAA-CREF Emerging Markets Debt Fund,462746038,14783606
8108,TIAA-CREF Emerging Markets Equity Fund,1703391233,10416849
8109,TIAA-CREF Emerging Markets Equity Index Fund,5484907384,50369660
8110,TIAA-CREF Equity Index Fund,36064773140,151171200
8111,TIAA-CREF Green Bond Fund,142473501,3507921
8112,TIAA-CREF Growth & Income Fund,5274483912,2639284
8113,TIAA-CREF High-Yield Fund,2624310218,125759924
8114,TIAA-CREF International Bond Fund,799269094,417852948
8115,TIAA-CREF International Opportunities Fund,2483048966,16750621
8116,TIAA-CREF Large-Cap Growth Fund,4746485532,11664003
8117,TIAA-CREF Large-Cap Growth Index Fund,9288661655,13019597
8118,TIAA-CREF Large-Cap Value Fund,4958252632,26055607
8119,TIAA-CREF Large-Cap Value Index Fund,8205287090,22209516
8120,TIAA-CREF Life Core Bond Fund,199134123,6662883
8121,TIAA-CREF Life Real Estate Securities Fund,71261091,52931
8122,TIAA-CREF Life Small-Cap Equity Fund,57971191,255923
8123,TIAA-CREF Life Social Choice Equity Fund,77296738,170011
8124,TIAA-CREF Life Stock Index Fund,657463318,2568680
8125,TIAA-CREF Lifecycle 2010 Fund,902381276,374386
8126,TIAA-CREF Lifecycle 2015 Fund,1282295892,516708
8127,TIAA-CREF Lifecycle 2020 Fund,2816537541,1036510
8128,TIAA-CREF Lifecycle 2025 Fund,4097870066,1435822
8129,TIAA-CREF Lifecycle 2030 Fund,4552481578,1538558
8130,TIAA-CREF Lifecycle 2035 Fund,4691572161,1546010
8131,TIAA-CREF Lifecycle 2040 Fund,5657484132,1777157
8132,TIAA-CREF Lifecycle 2045 Fund,3840502173,1127020
8133,TIAA-CREF Lifecycle 2050 Fund,2942078744,819333
8134,TIAA-CREF Lifecycle 2055 Fund,1364719030,398773
8135,TIAA-CREF Lifecycle 2060 Fund,457719952,126812
8136,TIAA-CREF Lifecycle Index 2010 Fund,643732691,99093
8137,TIAA-CREF Lifecycle Index 2015 Fund,1052054496,151286
8138,TIAA-CREF Lifecycle Index 2020 Fund,2961139074,386154
8139,TIAA-CREF Lifecycle Index 2025 Fund,5143074967,638836
8140,TIAA-CREF Lifecycle Index 2030 Fund,6274087042,760022
8141,TIAA-CREF Lifecycle Index 2045 Fund,4934439253,576394
8142,TIAA-CREF Lifecycle Index 2050 Fund,4115109729,484896
8143,TIAA-CREF Lifecycle Index 2055 Fund,2246406819,291807
8144,TIAA-CREF Lifecycle Index 2060 Fund,1104289948,132736
8145,TIAA-CREF Lifecycle Index Retirement Income Fund,588861737,79021
8146,TIAA-CREF Lifecycle Retirement Income Fund,470981158,207087
8147,TIAA-CREF Lifestyle Aggressive Growth Fund,213040906,78480
8148,TIAA-CREF Lifestyle Conservative Fund,313060542,112788
8149,TIAA-CREF Lifestyle Growth Fund,281049079,104465
8150,TIAA-CREF Lifestyle Moderate Fund,530290237,184690
8151,TIAA-CREF Managed Allocation Fund,810767498,370005
8152,TIAA-CREF Mid-Cap Growth Fund,1110427754,9145456
8153,TIAA-CREF Mid-Cap Value Fund,1831049039,4001783
8154,TIAA-CREF Quant International Small-Cap Equity Fund,1267559336,51071618
8155,TIAA-CREF Quant Small/Mid-Cap Equity Fund,1143400845,12965585
8156,TIAA-CREF Real Estate Securities Fund,3038638330,1680454
8157,TIAA-CREF S&P 500 Index Fund,7191073988,988863
8158,TIAA-CREF Short Duration Impact Bond Fund,85005864,12302505
8159,TIAA-CREF Short-Term Bond Fund,2070690397,134884808
8160,TIAA-CREF Short-Term Bond Index Fund,1500872057,44187077
8161,TIAA-CREF Small-Cap Blend Index Fund,3529123465,114112900
8162,TIAA-CREF Social Choice International Equity Fund,1478933602,12098574
8163,TIAA-CREF Social Choice Low Carbon Equity Fund,1131073807,1461235
8164,TIFF Multi-Asset Fund,1429234229.83,161480185.53
8165,TOBAM Emerging Markets Fund,92223517.43,299526.38
8166,TOPS Aggressive Growth ETF Portfolio,90514154.36,185502.39
8167,TOPS Balanced ETF Portfolio,75548950.76,209318.2
8168,TOPS Conservative ETF Portfolio,27178264.82,11922.03
8169,TOPS Managed Risk Balanced ETF Portfolio,59639614.46,48226.19
8170,TOPS Managed Risk Flex ETF Portfolio,142490908.21,129565.97
8171,TOPS Managed Risk Growth ETF Portfolio,195782175.78,125015.92
8172,TOPS Moderate Growth ETF Portfolio,113330737.46,225434.6
8173,TOPS Target Range Portfolio,19868992.87,18824.18
8174,TOTAL INTERNATIONAL STOCK MARKET INDEX PORTFOLIO,1210503372.97,0
8175,TRIBUTARY NEBRASKA TAX-FREE FUND,48339073.45,120842.61
8176,TRIBUTARY SHORT-INTERMEDIATE BOND FUND,213457186.13,634744.81
8177,TRIBUTARY SMALL COMPANY FUND,623816248.66,638195.2
8178,TRIBUTARY SMALL/MID CAP FUND,14384920.77,674417.81
8179,TSW Emerging Markets Fund,6312092.99,28749.41
8180,TSW High Yield Bond Fund,10818278.44,399107.21
8181,TSW Large Cap Value Fund,34234545.53,79735.96
8182,Tanaka Growth Fund,15510774.32,45318.92
8183,Target 2015 Allocation Portfolio,31456918.61,49829.11
8184,Target 2025 Allocation Portfolio,141311050.37,92868.69
8185,Target 2035 Allocation Portfolio,186533156.79,114577.06
8186,Target 2045 Allocation Portfolio,168361284.76,107884.52
8187,Target 2055 Allocation Portfolio,70336128.76,93741.23
8188,Target Managed Allocation Fund,430588575.02,3944084.6
8189,Target Retirement 2030 Fund,1134951398.96,37396.78
8190,Target Retirement 2050 Fund,809192916.64,149882.92
8191,Target Retirement 2060 Fund,116754169.95,22417.78
8192,Target Retirement Income Fund,657288055.2,29139.86
8193,Tarkio Fund,123882193.59,732512.17
8194,Tax Exempt Long-Term Fund,1888726889.65,6728871.88
8195,Tax Exempt Short-Term Fund,797476083.41,2215088.87
8196,Tax-Aware Overlay A Portfolio,2554358053.46,16328727.31
8197,Tax-Aware Overlay B Portfolio,1164830525.05,3899747.74
8198,Tax-Aware Overlay C Portfolio,322197709.16,3341385.87
8199,Tax-Aware Overlay N Portfolio,245273080.43,973722.9
8200,Tax-Exempt Bond Fund,5139152750.650001,54150497.75
8201,Tax-Exempt Fund of California,2580046094.36,12329756.37
8202,Tax-Exempt Intermediate-Term Fund,3805305947.47,14067311.17
8203,Tax-Managed International Equity Fund,3246863628.16,10600293.07
8204,Tax-Managed International Equity Portfolio,72325950.95,3868141.74
8205,Tax-Managed Real Assets Fund,920095877.42,1115020.94
8206,Tax-Managed U.S. Large Cap Fund,6401518555.36,4911937.9
8207,Tax-Managed U.S. Mid & Small Cap Fund,1526862243.3,35532198.22
8208,Taxable Municipal Bond Series,4222606.96,39194.99
8209,Teberg Fund,29838627.19,140332.64
8210,Technology Fund,42950891.09,135021.22
8211,Tekla World Healthcare Fund,618099651.48,125018359.89
8212,Telecommunications Fund,4133316.84,12898.060000000001
8213,Templeton China World Fund,102611965.36,765015.73
8214,Templeton Developing Markets Trust,1033604657.36,10050655.38
8215,Templeton Developing Markets VIP Fund,236496509.38,2199332.49
8216,"Templeton Dragon Fund, Inc.",406200523.3,2480180.95
8217,Templeton Emerging Markets Fund,243628818.49,22446976.78
8218,Templeton Emerging Markets Small Cap Fund,374952407.82,3257819.03
8219,Templeton Foreign Fund,2647707140.13,34980746.82
8220,Templeton Global Balanced Fund,384757213.72,7994019.14
8221,Templeton Global Bond Fund,5829286019.48,113122699.12
8222,Templeton Global Bond VIP Fund,1760091855.62,21444095.11
8223,Templeton Global Income Fund,490227318.91,10021242.32
8224,Templeton Global Smaller Companies Fund,943656424.23,1965500.39
8225,Templeton Global Total Return Fund,492630351.73,15701484.02
8226,Templeton International - Climate Change Fund,2369265.24,41193.56
8227,Templeton International Bond Fund,37820272.28,801823.31
8228,Templeton Sustainable Emerging Markets Bond Fund,14252789.49,152016.35
8229,Tennessee Tax-Free Income Series,63868246.49,449605.46
8230,Tennessee Tax-Free Short-to-Medium Series,4483847.08,13127.13
8231,Terra Firma US Concentrated Realty Equity Fund,26408583.32,286998.77
8232,Teucrium Agricultural Strategy No K-1 ETF,84940250.15,105149.01
8233,Teucrium AiLA Long-Short Agriculture Strategy ETF,5590088,6841.74
8234,The 3D Printing ETF,190171368.37,294312.43
8235,The Ambassador Fund,41575203.99,3062568.21
8236,The Bond Fund,1036186009.19,10484813
8237,The Bond Fund of America,12124247580.46,1911860842.13
8238,The Canadian Small Company Series,1712602976.76,370034485.77
8239,The Cannabis ETF,28404987.54,17139.48
8240,The Catholic SRI Growth Portfolio,24175774.1,32487.27
8241,The Communication Services Select Sector SPDR Fund,7912355121.63,27944913.67
8242,The Consumer Discretionary Select Sector SPDR Fund,12692972464.5,104945998.08
8243,The Core Fixed Income Portfolio,66461401.69,1794596.36
8244,The Corporate Opportunities Portfolio,227974715.13,2466389.52
8245,The Covered Bridge Fund,126886015.95,1501987.69
8246,The E-Valuator Aggressive Growth (85%-99%) RMS Fund,152486054.49,109409.59
8247,The E-Valuator Conservative/Moderate (30%-50%) RMS Fund,27894893.49,48141.76
8248,The E-Valuator Moderate (50%-70%) RMS Fund,150535221.29,131734.75
8249,The E-Valuator Very Conservative (0%-15%) RMS Fund,23124200.52,47187.88
8250,The Emerging Markets Portfolio,764294495.4,56663829.48
8251,The Energy Select Sector SPDR Fund,41274486392.41,363865603.82
8252,The Fairholme Allocation Fund,48735272.86,35593.06
8253,The Fairholme Focused Income Fund,170848268.49,241895.76
8254,The Fairholme Fund,1058749172.1,945684.39
8255,The Financial Select Sector SPDR Fund,31522713116.57,185186694.33
8256,The Future Fund Active ETF,9482137.66,5311.99
8257,The Gabelli ABC Fund,637407038.37,68554010.97
8258,The Gabelli Asset Fund,1865885348.86,29404982.14
8259,The Gabelli Dividend Growth Fund,18898450.56,88485.95
8260,The Gabelli Focused Growth and Income Fund,39845798.21,299239.9
8261,The Gabelli Global Growth Fund,133081003.12,2014481.95
8262,The Gabelli Small Cap Growth Fund,1527070695.83,7667196.99
8263,The Gold Bullion Strategy Fund,130236389.81,159162.1
8264,The Gold Bullion Strategy Portfolio,17670545.87,215751.91
8265,The Growth Equity Portfolio,691384085.6,318311.31
8266,The Growth Fund,180937532.55,186270.66
8267,The Hartford Emerging Markets Local Debt Fund,41415427.9,3190811.67
8268,The Hartford Floating Rate High Income Fund,384201510.84,27076012.78
8269,The Hartford Small Cap Growth Fund,494014368.84,941774.73
8270,The Hartford World Bond Fund,3785590358.18,233399404.95
8271,The Health Care Select Sector SPDR Fund,42401226110.39,329540000.94
8272,The Industrial Select Sector SPDR Fund,13571526836.39,160917851.97
8273,The Institutional International Equity Portfolio,631664745.04,3171396.03
8274,The Intermediate Term Municipal Bond II Portfolio,77605546.48,124123.92
8275,The Intermediate Term Municipal Bond Portfolio,335548541.98,989590.44
8276,The International Equity Portfolio,520284945.19,814392.84
8277,The Jensen Quality Growth Fund Inc,10336377583.88,11899539.79
8278,The Kansas Tax-Free Intermediate Bond Fund,153142406.74,3078220.79
8279,The Materials Select Sector SPDR Fund,5327723781.63,89746286.73
8280,The Merger Fund VL,52806395.97,4200642.06
8281,The MidCap Growth Fund,226760791.49,209682.3
8282,The Missouri Tax-Free Intermediate Bond Fund,299064147.29,6897647.92
8283,The National Tax-Free Intermediate Bond Fund,392025038.27,916246.76
8284,The Osterweis Fund,134069945.25,167518.05
8285,The Osterweis Strategic Income Fund,4570129669.25,4547836.09
8286,The Private Shares Fund,987651274.04,943760.85
8287,The Real Estate Select Sector SPDR Fund,4925627277.96,7670481.59
8288,The SPAC and New Issue ETF,24684746.67,1885756.68
8289,The Short Term Government Fund,43518100.69,156628.57
8290,The Short-Term Municipal Bond Portfolio,86557798.55,195050.14
8291,The Small Capitalization - Mid Capitalization Equity Portfolio,72393702.45,843700.42
8292,The Technology Select Sector SPDR Fund,38160964246.52,78564939.61
8293,The U.S. Corporate Fixed Income Securities Portfolio,260558925.64,1023624.35
8294,The U.S. Government Fixed Income Securities Portfolio,937060056.23,18610022.34
8295,The U.S. Mortgage/Asset Backed Fixed Income Securities Portfolio,233626750.39,17755933.55
8296,The Utilities Select Sector SPDR Fund,16368534622.76,61940226.47
8297,The Value Equity Portfolio,582227406.39,201283.92
8298,Third Avenue International Real Estate Value Fund,46424266.31,883117.04
8299,Third Avenue Real Estate Value Fund,320722543.44,601964.16
8300,Third Avenue Small-Cap Value Fund,172487942.47,254603.64
8301,Third Avenue Value Fund,849816945.76,19161969.01
8302,Thirdline Real Estate Income Fund,63809101.76,8510240.05
8303,Thompson Bond Fund,1711070945.16,4015065.69
8304,Thompson LargeCap Fund,157565625.53,164782.49
8305,Thompson MidCap Fund,54986184.97,78162.08
8306,Thornburg Better World International Fund,436761450.01,2386480.28
8307,Thornburg California Limited Term Municipal Fund,333914103.48,1594884.45
8308,Thornburg Developing World Fund,975440649.02,2842014.17
8309,Thornburg Global Opportunities Fund,992919580.9,13724664.75
8310,Thornburg Income Builder Opportunities Trust,530859904.91,2596304.71
8311,Thornburg Intermediate Municipal Fund,920515566.54,7164696.56
8312,Thornburg International Equity Fund,2419744722.58,63082717.62
8313,Thornburg International Growth Fund,907323563.94,1464836.03
8314,Thornburg Investment Income Builder Fund,10549063722.01,156728597.03
8315,Thornburg Limited Term Income Fund,7429957113.49,27929763.42
8316,Thornburg Limited Term Municipal Fund,3483190457.92,24200809.07
8317,Thornburg Limited Term U.S. Government Fund,208035535.37,727625.97
8318,Thornburg New Mexico Intermediate Municipal Fund,118013899.1,337124.54
8319,Thornburg New York Intermediate Municipal Fund,26750182.34,184664.98
8320,Thornburg Short Duration Municipal Fund,214956841.49,1995152.62
8321,Thornburg Small/Mid Cap Core Fund,540437626.23,1020082.57
8322,Thornburg Small/Mid Cap Growth Fund,274055883.59,1226070.01
8323,Thornburg Strategic Income Fund,5393636297.51,81008468.3
8324,Thornburg Strategic Municipal Income Fund,301260810.99,2582345.54
8325,Thornburg Summit Fund,66082763.78,74407.34
8326,Thornburg Ultra Short Income Fund,286290928.94,5789136.95
8327,Thrivent Small-Mid Cap ESG ETF,76759867.43,3644647.53
8328,Timber Point Alternative Income Fund,14441819.14,10519.47
8329,Timothy Plan Conservative Growth Fund,42110625.91,50369.37
8330,Timothy Plan Defensive Strategies Fund,81116877.37,205949.35
8331,Timothy Plan Fixed Income Fund,112297559.18,163741.62
8332,Timothy Plan Growth & Income Fund,18828244.78,33414.93
8333,Timothy Plan High Yield Bond Fund,148351995.87,146833.95
8334,Timothy Plan International ETF,76942476.98,67393.25
8335,Timothy Plan Israel Common Values Fund,100838611.7,197251.34
8336,Timothy Plan Large/Mid Cap Growth Fund,121472891.57,215561.27
8337,Timothy Plan Large/Mid Cap Value Fund,264985986.01,416334.95
8338,Timothy Plan Small Cap Value Fund,156024591.89,190702.8
8339,Timothy Plan US Large/Mid Cap Core ETF,179140488.16,80608.11
8340,Timothy Plan US Small Cap Core ETF,71453224.55,31502.62
8341,Toews Hedged Oceana Fund,52790602.52,95627.79
8342,Toews Hedged U.S. Opportunity Fund,72003030.34,110401.67
8343,Toews Tactical Defensive Alpha Fund,116035664.39,151477.94
8344,Toews Tactical Income Fund,611753610.67,4589587.75
8345,Toews Unconstrained Income Fund,57136593.5,109278.32
8346,Torray Fund,323280589.34,785696.06
8347,Tortoise Energy Infrastructure Corp,622418563.3,152565949.84
8348,Tortoise Energy Infrastructure and Income Fund,529440273.63,836083.42
8349,Tortoise North American Pipeline Fund,560768902.77,740959.44
8350,"Tortoise Pipeline & Energy Fund, Inc.",94046343.33,20492006.64
8351,Total Bond Market Trust,860404820.85,67526.96
8352,Total International Ex U.S. Index Master Portfolio,1667223853.13,167371843.46
8353,Total Stock Market Index Trust,676576791.45,244787.28
8354,Touchstone ETF Trust-Touchstone Strategic Income Opportunities ETF,100287155.38,1065903.98
8355,Touchstone ETF Trust-Touchstone US Large Cap Focused ETF,24804067.9,66880.12
8356,Touchstone ETF Trust-Touchstone Ultra Short Income ETF,51160792.04,71394.36
8357,Touchstone Funds Group Trust-Touchstone Active Bond Fund,247083856.82,772077.6
8358,Touchstone Funds Group Trust-Touchstone Anti-Benchmark International Core Equity Fund,9690501.41,161891.13
8359,Touchstone Funds Group Trust-Touchstone Ares Credit Opportunities Fund,288271784.1,17212725.91
8360,Touchstone Funds Group Trust-Touchstone Dividend Equity Fund,2859376419.95,10503602.76
8361,Touchstone Funds Group Trust-Touchstone High Yield Fund,105694439.54,3416004.76
8362,Touchstone Funds Group Trust-Touchstone Impact Bond Fund,499100302.34,1665360.23
