SERIES_NAME,TotalLiabilities,TotalAssets
Xtrackers Harvest CSI 300 China A-Shares ETF,936587.19,1960499498.17
Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,15435.58,25465227.27
Xtrackers High Beta High Yield Bond ETF,656818.76,14432067.81
Xtrackers International Real Estate ETF,14342879.93,545918959.0
Xtrackers J.P. Morgan ESG Emerging Markets Sovereign ETF,566254.85,17949271.58
Xtrackers J.P. Morgan ESG USD High Yield Corporate Bond ETF,450664.2,19367875.76
Xtrackers Low Beta High Yield Bond ETF,54761503.29,1180664905.96
Xtrackers MSCI All China Equity ETF,258539.08,8875795.44
Xtrackers MSCI All World ex US Hedged Equity ETF,9150220.74,152396383.17
Xtrackers MSCI All World ex US High Dividend Yield Equity ETF,1226554.27,11159268.17
Xtrackers MSCI China A Inclusion Equity ETF,30695.75,5488947.56
Xtrackers MSCI EAFE ESG Leaders Equity ETF,1318098.23,33421022.16
Xtrackers MSCI EAFE Hedged Equity ETF,308335173.04,4659445680.6
Xtrackers MSCI EAFE High Dividend Yield Equity ETF,96745762.54,1195160917.61
Xtrackers MSCI Emerging Markets Hedged Equity ETF,4637860.82,98305781.68
Xtrackers MSCI Europe Hedged Equity ETF,35928923.21,516174278.95
Xtrackers MSCI Eurozone Hedged Equity ETF,806200.33,11725340.1
Xtrackers MSCI Germany Hedged Equity ETF,544889.07,8997672.78
Xtrackers MSCI Kokusai Equity ETF,3645985.38,525059998.22
Xtrackers MSCI USA ESG Leaders Equity ETF,10343900.27,3134280208.3
Xtrackers Municipal Infrastructure Revenue Bond ETF,62799.79,122620980.08
Xtrackers Risk Managed USD High Yield Strategy ETF,12187.27,51461202.0
Xtrackers Russell US Multifactor ETF,82546.08,144593817.72
Xtrackers S&P 500 ESG ETF,63318.53,739762737.43
Xtrackers S&P 500 Growth ESG ETF,473.92,5419666.52
Xtrackers S&P ESG Dividend Aristocrats ETF,466.33,5277674.91
Xtrackers S&P SmallCap 600 ESG ETF,30617.0,11115741.95
Xtrackers Short Duration High Yield Bond ETF,3135997.6,76359771.41
Xtrackers USD High Yield Corporate Bond ETF,138373707.53,4198228442.03
YCG Enhanced Fund,1868340.48,868674675.5899999
YORKTOWN CAPITAL APPRECIATION FUND,31540.76,9278584.52
YORKTOWN GROWTH FUND,113304.1,68145707.85
YORKTOWN MASTER ALLOCATION FD,30361.24,13352586.12
YORKTOWN MULTI-SECTOR BOND FUND,351136.7,311588670.95
YORKTOWN SHORT-TERM BOND FD,1313010.31,347794897.99
YORKTOWN SMALL CAP FUND,56282.39,35927616.16
YieldMax Innovation Option Income Strategy ETF,42022.54,521744.39
YieldMax TSLA Option Income ETF,45435.73,441675.92
YieldStreet Prism Fund,1755859.27,118213578.12
ZEGA Buy and Hedge ETF,432763.73,56623220.63
Zacks All-Cap Core Fund,83258.84,52676787.15
Zacks Dividend Fund,192632.89,191559494.98
Zacks Earnings Consistent Portfolio ETF,50161.12,22693986.14
Zacks Small-Cap Core Fund,2322294.28,40094105.14
Zero Coupon 2025 Fund,71062.55,144806603.88
Ziegler Senior Floating Rate Fund,3502972.95,124515087.08
abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,1926846.76,280317908.54
abrdn Bloomberg All Commodity Strategy K-1 Free ETF,625537.91,865574091.55
abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,29817.79,30946832.19
abrdn China A Share Equity Fund,118759.34,46898802.81
abrdn Dynamic Dividend Fund,1198060.75,112025834.77
abrdn EM SMA Completion Fund,167142.34,428931.7
abrdn Emerging Markets Debt Fund,178782.73,3586843.5
"abrdn Emerging Markets Equity Income Fund, Inc.",61900591.13,355075122.8
abrdn Emerging Markets Fund,19855046.04,2397327536.24
abrdn Emerging Markets Sustainable Leaders Fund,751620.19,93422772.87
abrdn Global Dynamic Dividend Fund,334042.08,140330472.35
abrdn Global Equity Impact Fund,2451202.8,54477042.04
abrdn Global High Income Fund,374133.41,101889724.45
abrdn Global Infrastructure Fund,103384.5,50293717.57
abrdn Global Infrastructure Income Fund,1385361.72,181872447.65
abrdn Global Premier Properties Fund,52686573.56,455928439.05
abrdn Intermediate Municipal Income Fund,68773.77,48854251.78
abrdn International Small Cap Fund,577568.57,189726782.25
abrdn International Sustainable Leaders Fund,4041925.85,90304682.34
abrdn Realty Income & Growth Fund,84456.74,44825406.17
abrdn Short Duration High Yield Municipal Fund,2309163.95,151476420.97
abrdn U.S. Small Cap Equity Fund,858104.61,719267581.87
abrdn U.S. Sustainable Leaders Fund,387399.31,357754601.39
abrdn U.S. Sustainable Leaders Smaller Companies Fund,164397.55,15921110.53
abrdn Ultra Short Municipal Income Fund,3042477.96,644981015.83
iCapital KKR Private Markets Fund,54010566.58,615562047.43
iMGP Alternative Strategies Fund,16674542.88,1033639313.94
iMGP DBI Managed Futures Strategy ETF,708376.55,930150925.6
iMGP DBi Hedge Strategy ETF,5865.48,14624163.21
iMGP Dolan McEniry Corporate Bond Fund,383585.05,95347850.6
iMGP Global Select Fund,6908446.23,126786805.33
iMGP International Fund,554243.11,206243696.45
iMGP Oldfield International Value Fund,118199.08,33169349.18
iMGP SBH Focused Small Value Fund,135361.91,48832633.09
iShares 0-3 Month Treasury Bond ETF,821962389.32,6593230964.28
iShares 0-5 Year High Yield Corporate Bond ETF,2159253250.39,8514075212.23
iShares 0-5 Year Investment Grade Corporate Bond ETF,335278510.72,3246787372.61
iShares 0-5 Year TIPS Bond ETF,837408.1,13040474909.07
iShares 1-3 Year International Treasury Bond ETF,17759.27,60206870.27
iShares 10+ Year Investment Grade Corporate Bond ETF,217198884.78,1641821137.57
iShares 10-20 Year Treasury Bond ETF,11670543.51,5911991463.3
iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,732575.16,49033684.2
iShares 25+ Year Treasury STRIPS Bond ETF,34513.58,302902020.78
iShares 3-7 Year Treasury Bond ETF,1495989.54,11940121998.16
iShares 5-10 Year Investment Grade Corporate Bond ETF,2080600477.9,11603017046.74
iShares 7-10 Year Treasury Bond ETF,2690290.3,22015997460.33
iShares Aaa - A Rated Corporate Bond ETF,122295713.52,964067966.56
iShares Agency Bond ETF,96386.86,604856148.5
iShares Asia 50 ETF,550417.69,1321458415.99
iShares BB Rated Corporate Bond ETF,87931257.38,374788841.31
iShares Biotechnology ETF,814850313.27,9561474368.01
iShares Blockchain and Tech ETF,1634398.1,5604924.53
iShares Bloomberg Roll Select Commodity Strategy ETF,84977.07,338198982.2
iShares Broad USD High Yield Corporate Bond ETF,3780155887.35,13367020966.11
iShares California Muni Bond ETF,17842327.14,1912010458.99
iShares China Large-Cap ETF,23875294.37,6237444915.69
iShares Commodity Curve Carry Strategy ETF,776037.47,29321308.17
iShares Convertible Bond ETF,44784606.6,1247471598.6
iShares Core 10+ Year USD Bond ETF,7784405.65,301734554.89
iShares Core Aggressive Allocation ETF,108269004.6,1638670916.32
iShares Core Dividend ETF,432865.15,271242305.21
iShares Core Dividend Growth ETF,1670604.57,24383972442.16
iShares Core Growth Allocation ETF,106364786.02,2231448249.44
iShares Core High Dividend ETF,25847275.54,12467898507.03
iShares Core International Aggregate Bond ETF,84313210.03,4224295172.39
iShares Core MSCI EAFE ETF,2011177005.79,98553685859.28
iShares Core MSCI Emerging Markets ETF,5353383031.81,70784604184.15
iShares Core MSCI Europe ETF,100793015.47,4225043915.35
iShares Core MSCI International Developed Markets ETF,183893629.81,10755289564.02
iShares Core MSCI Pacific ETF,273157189.09,1714623700.05
iShares Core MSCI Total International Stock ETF,892121564.9,32427562750.59
iShares Core Moderate Allocation ETF,205983.41,1477268101.22
iShares Core S&P 500 ETF,4359714182.67,293826392297.07
iShares Core S&P Mid-Cap ETF,4409147777.07,67981324292.83
iShares Core S&P Small-Cap ETF,3653265932.84,68560376918.46
iShares Core S&P U.S. Growth ETF,85188336.26,11451260572.97
iShares Core S&P U.S. Value ETF,155340583.16,12925769665.15
iShares Core Total USD Bond Market ETF,1510072642.57,22373577709.79
iShares Currency Hedged MSCI ACWI ex U.S. ETF,2893491.45,165102137.58
iShares Currency Hedged MSCI Canada ETF,435952.36,18019678.87
iShares Currency Hedged MSCI EAFE ETF,2086575521.78,5181023020.8
iShares Currency Hedged MSCI Emerging Markets ETF,9110613.93,166403652.11
iShares Currency Hedged MSCI Eurozone ETF,15726713.92,342767588.97
iShares Currency Hedged MSCI Germany ETF,13601727.81,54961833.67
iShares Currency Hedged MSCI Japan ETF,36416231.28,314377417.81
iShares Currency Hedged MSCI United Kingdom ETF,597995.21,14101353.5
iShares Cybersecurity and Tech ETF,31909162.0,527827366.99
iShares Developed Real Estate Index Fund,36769107.42,2379805673.59
iShares Dow Jones U.S. ETF,21903622.91,1568541976.83
iShares ESG Advanced High Yield Corporate Bond ETF,49339866.96,167756029.59
iShares ESG Advanced Investment Grade Corporate Bond ETF,1008886.87,13045933.54
iShares ESG Advanced MSCI EAFE ETF,6997706.05,412968598.56
iShares ESG Advanced MSCI EM ETF,614174.03,39559927.69
iShares ESG Advanced MSCI USA ETF,5232324.96,646439112.25
iShares ESG Advanced Total USD Bond Market ETF,46488543.09,812471949.37
iShares ESG Aware Aggressive Allocation ETF,886055.48,23107044.34
iShares ESG Aware Conservative Allocation ETF,600.76,7296341.68
iShares ESG Aware Growth Allocation ETF,1125984.56,17593121.91
iShares ESG Aware MSCI EAFE ETF,85305668.78,6969593380.58
iShares ESG Aware MSCI EM ETF,87667473.44,4081124854.78
iShares ESG Aware MSCI USA ETF,168940504.11,21025017752.98
iShares ESG Aware MSCI USA Small-Cap ETF,100707791.73,1648632637.19
iShares ESG Aware Moderate Allocation ETF,687.95,5078087.84
iShares ESG Aware USD Corporate Bond ETF,91701122.8,909661550.25
iShares ESG MSCI EM Leaders ETF,881566.3,61398649.69
iShares ESG MSCI USA Leaders ETF,29983541.44,3081579276.86
iShares ESG Screened S&P 500 ETF,519756.34,222303414.52
iShares ESG Screened S&P Mid-Cap ETF,2878098.33,96291165.87
iShares ESG Screened S&P Small-Cap ETF,902797.91,37405581.15
iShares Emergent Food and AgTech Multisector ETF,33766.41,6501062.4
iShares Emerging Markets Dividend ETF,37334857.84,708703250.71
iShares Emerging Markets Infrastructure ETF,1273422.87,22992387.67
iShares Environmental Infrastructure and Industrials ETF,1650.25,4159813.44
iShares Europe ETF,83591404.19,1737036847.41
iShares Expanded Tech Sector ETF,140707384.26,2437621536.36
iShares Factors US Growth Style ETF,27365.73,1479191.06
iShares Factors US Value Style ETF,13071.82,4013315.64
iShares Fallen Angels USD Bond ETF,350834923.35,1893562934.46
iShares Floating Rate Bond ETF,535985403.82,9082035877.82
iShares Focused Value Factor ETF,553984.49,20923603.87
iShares GNMA Bond ETF,26203025.58,442299367.87
iShares GSCI Commodity Dynamic Roll Strategy ETF,28425620.84,1137481684.45
iShares Genomics Immunology and Healthcare ETF,42398046.49,208317794.08
iShares Global 100 ETF,3496195.13,3324625535.92
iShares Global Comm Services ETF,1098502.99,210989767.98
iShares Global Consumer Discretionary ETF,1656932.84,260275359.9
iShares Global Consumer Staples ETF,33099600.04,1551146629.2
iShares Global Energy ETF,4176014.79,2095295833.05
iShares Global Healthcare ETF,49373682.92,4489544949.5
iShares Global Industrials ETF,5593544.35,325419444.73
iShares Global Infrastructure ETF,16972958.8,3965682573.08
iShares Global REIT ETF,9853722.6,3233449517.8
iShares Global Tech ETF,29144537.49,2738702613.7
iShares Global Timber & Forestry ETF,1330631.33,215572844.48
iShares Global Utilities ETF,149515.28,147430721.57
iShares Gold Strategy ETF,9215.11,40580263.28
iShares High Yield Bond Factor ETF,43428428.15,156038626.12
iShares India 50 ETF,15585061.67,595401282.69
iShares Inflation Hedged Corporate Bond ETF,246620.55,60365985.35
iShares Inflation Hedged High Yield Bond ETF,2344516.61,4892867.4
iShares Interest Rate Hedged Corporate Bond ETF,13820617.74,363004774.01
iShares Interest Rate Hedged High Yield Bond ETF,113706198.15,247927813.58
iShares Interest Rate Hedged Long-Term Corporate Bond ETF,88210036.6,182942859.9
iShares Interest Rate Hedged U.S. Aggregate Bond ETF,4657.74,2570203.46
iShares Intermediate Government/Credit Bond ETF,39692219.77,2535336834.07
iShares International Developed Real Estate ETF,1740697.28,156896853.67
iShares International Developed Small Cap Value Factor ETF,3432047.85,153732108.38
iShares International Dividend Growth ETF,2117470.12,491677376.24
iShares International Equity Factor ETF,6588105.36,962708198.86
iShares International High Yield Bond ETF,13050.21,45888743.05
iShares International Select Dividend ETF,100090008.09,5178887505.74
iShares International Treasury Bond ETF,347842.69,1176394131.65
iShares Investment Grade Corporate Bond BuyWrite Strategy ETF,410228.72,18197354.89
iShares J.P. Morgan EM High Yield Bond ETF,59793767.8,405909357.88
iShares J.P. Morgan EM Local Currency Bond ETF,2851124.58,494127281.72
iShares J.P. Morgan USD Emerging Markets Bond ETF,109746417.53,17622637031.92
iShares JPX-Nikkei 400 ETF,139038.38,52783370.58
iShares Latin America 40 ETF,85813439.81,987041864.19
iShares MBS ETF,1851995989.56,25304562176.2
iShares MSCI ACWI Low Carbon Target ETF,13977550.51,905929026.45
iShares MSCI ACWI ex U.S. ETF,71990955.16,4598244533.59
iShares MSCI All Country Asia ex Japan ETF,224803658.84,3464390058.72
iShares MSCI Australia ETF,666366.06,1685699434.33
iShares MSCI Austria ETF,10824838.62,57698305.53
iShares MSCI BIC ETF,4662668.65,87034478.33
iShares MSCI Brazil ETF,2656993.39,5534173407.28
iShares MSCI Canada ETF,28895169.74,4191458052.74
iShares MSCI China A ETF,172719.08,347903360.27
iShares MSCI China ETF,458164166.74,7653133674.33
iShares MSCI China Multisector Tech ETF,552668.49,7854704.39
iShares MSCI China Small-Cap ETF,21851137.84,87723187.09
iShares MSCI EAFE ETF,706503988.17,49510786668.21
iShares MSCI EAFE Growth ETF,132893324.99,11413260862.11
iShares MSCI EAFE International Index Fund,153469464.68,7924728725.09
iShares MSCI EAFE Min Vol Factor ETF,45276721.0,7422718773.1
iShares MSCI EAFE Small-Cap ETF,1095734703.66,12738182090.61
iShares MSCI EAFE Value ETF,123086660.15,16658461346.55
iShares MSCI Emerging Markets Asia ETF,18848991.74,524435158.17
iShares MSCI Emerging Markets ETF,1388918878.78,25012022891.88
iShares MSCI Emerging Markets Min Vol Factor ETF,252529323.48,8543372585.99
iShares MSCI Emerging Markets Multifactor ETF,25460457.51,834999564.19
iShares MSCI Emerging Markets Small-Cap ETF,40798641.19,416278950.53
iShares MSCI Europe Small-Cap ETF,12740828.4,124261345.2
iShares MSCI Eurozone ETF,94951468.57,6241496604.77
iShares MSCI Finland ETF,978145.32,17944928.69
iShares MSCI France ETF,11986239.03,973686116.13
iShares MSCI Frontier and Select EM ETF,58006529.31,479814461.35
iShares MSCI Germany ETF,25974702.03,1375947951.86
iShares MSCI Germany Small-Cap ETF,4027005.95,26490522.17
iShares MSCI Global Agriculture Producers ETF,3966123.61,348343205.16
iShares MSCI Global Energy Producers ETF,799169.87,136412493.08
iShares MSCI Global Gold Miners ETF,4549772.96,404365427.71
iShares MSCI Global Metals & Mining Producers ETF,52331234.88,1503318609.61
iShares MSCI Global Min Vol Factor ETF,65660580.06,4739233155.6
iShares MSCI Global Multifactor ETF,594270.28,122934386.53
iShares MSCI Global Silver and Metals Miners ETF,7764470.64,201990930.99
iShares MSCI Global Sustainable Development Goals ETF,7868012.66,452236105.33
iShares MSCI India ETF,59704787.15,4742019289.21
iShares MSCI India Small-Cap ETF,990414.92,319760758.93
iShares MSCI Indonesia ETF,345712.57,554960876.13
iShares MSCI Intl Momentum Factor ETF,14147814.25,933881710.0
iShares MSCI Intl Quality Factor ETF,1133400.7,4619369952.68
iShares MSCI Intl Size Factor ETF,482183.05,31812872.38
iShares MSCI Intl Small-Cap Multifactor ETF,17721813.42,580780543.53
iShares MSCI Intl Value Factor ETF,3673973.69,1717375172.89
iShares MSCI Ireland ETF,22077.66,55993322.96
iShares MSCI Israel ETF,20490620.93,174058866.07
iShares MSCI Italy ETF,954124.03,230876541.12
iShares MSCI Japan Small-Cap ETF,45785.08,64919857.43
iShares MSCI Japan Value ETF,9852.69,83949938.6
iShares MSCI KLD 400 Social ETF,22915364.44,3578446663.37
iShares MSCI Kuwait ETF,23691.58,32243678.68
iShares MSCI Malaysia ETF,46294162.19,294611213.29
iShares MSCI Mexico ETF,54688285.66,1110913926.29
iShares MSCI Netherlands ETF,4378137.62,296357586.58
iShares MSCI New Zealand ETF,814679.16,118174539.06
iShares MSCI Norway ETF,2248805.66,32957923.49
iShares MSCI Peru ETF,62890.28,124775720.8
iShares MSCI Qatar ETF,41267.5,82342261.01
iShares MSCI Russia ETF,239.31,488500.42
iShares MSCI Saudi Arabia ETF,513208.9,965369076.23
iShares MSCI Singapore ETF,69487833.72,620764679.39
iShares MSCI South Africa ETF,173816.5,384773115.27
iShares MSCI Spain ETF,3193417.24,506901663.18
iShares MSCI Sweden ETF,50125983.03,428429337.53
iShares MSCI Switzerland ETF,534248.82,1279938691.46
iShares MSCI Taiwan ETF,822321975.63,4871291291.19
iShares MSCI Thailand ETF,52110221.43,350558164.89
iShares MSCI Total International Index Fund,167623.18,1500176051.18
iShares MSCI UAE ETF,18075.49,36988054.6
iShares MSCI USA ESG Select ETF,28410839.0,3336537535.1
iShares MSCI USA Min Vol Factor ETF,387605009.24,30927432219.65
iShares MSCI USA Momentum Factor ETF,29611459.79,12238545233.47
iShares MSCI USA Small-Cap Min Vol Factor ETF,31855988.16,849749812.88
iShares MSCI USA Small-Cap Multifactor ETF,53369968.24,1081774912.84
iShares MSCI USA Value Factor ETF,34340958.87,7837088647.06
iShares MSCI United Kingdom ETF,16797878.83,3325784657.32
iShares MSCI United Kingdom Small-Cap ETF,2405483.91,51902971.2
iShares MSCI Water Management Multisector ETF,17933.61,5485773.47
iShares MSCI World ETF,53481307.84,2432384914.47
